"Boostrap","Null"
1.25648685558211,1.29491603876396
1.79024310855706,1.44373991339853
1.50561026259378,0.854498267387743
1.94205172783617,1.8964125320787
1.70053762087027,1.00030551142613
1.73152467396483,0.565829380200638
2.55677293428757,1.29491603876396
0.972631578947368,0.709676207430698
1.40906483075158,1.59359015958231
1.97209321028611,1.44373991339853
1.92450138583523,1.00030551142613
2.90814695539953,1.29491603876396
0.991974835665605,1.00030551142613
1.15127118892346,1.14710802675488
2.30985683628774,0.565829380200638
2.68327908672924,1.59359015958231
0.945501825218806,0.565829380200638
1.75417865379586,0.42294796791843
1.43039155660515,0.854498267387743
1.19761682850702,1.29491603876396
2.48254043246071,0.854498267387743
1.86377589728626,1.44373991339853
0.745638529058262,1.00030551142613
2.40346244131455,0.281022284146471
2.28788464290826,1.00030551142613
0.98947177711571,1.00030551142613
2.4134135855546,1.00030551142613
1.87260757893934,0.709676207430698
1.33282741325239,1.00030551142613
1.51787545478809,1.59359015958231
1.99533449632845,1.14710802675488
1.89534404248061,0.42294796791843
2.11378459321551,1.29491603876396
1.32719519181917,1.14710802675488
1.66503982375868,1.00030551142613
1.25737748954296,1.44373991339853
1.66159052453469,0.854498267387743
0.921390253967063,1.00030551142613
2.29472936071522,1.29491603876396
1.78475920045287,0.281022284146471
2.85985554520037,1.44373991339853
0.404881988396624,1.00030551142613
2.05908976615539,0.281022284146471
2.1086264828005,0.854498267387743
2.47154372830761,1.14710802675488
0.789066181195117,1.00030551142613
1.25422344714949,1.29491603876396
1.46835921358822,0.709676207430698
1.16810500994862,1.14710802675488
1.52724684704844,1.00030551142613
1.33330514974544,1.29491603876396
1.18120943648913,0.854498267387743
1.33857196941016,1.14710802675488
1.59638625417368,0.854498267387743
1.5368981445236,1.14710802675488
1.48099662162162,1.00030551142613
1.1453488202632,1.00030551142613
1.17381743432847,0.854498267387743
2.07508051529791,1.14710802675488
2.30978412655482,1.00030551142613
2.2144723799225,1.8964125320787
1.38189208864616,0.565829380200638
1.07853023562366,1.29491603876396
2.43732484930844,0.709676207430698
2.11874807726559,1.8964125320787
3.4185025214013,0.854498267387743
1.80366066007966,0.854498267387743
1.7849116962775,1.29491603876396
2.10659789567635,1.59359015958231
1.23189968652038,1.14710802675488
2.38340185393476,0.854498267387743
0.855662803048331,1.44373991339853
1.6984357696567,1.59359015958231
1.42773364920104,0.854498267387743
1.82562908800091,1.14710802675488
1.86704979162097,1.44373991339853
2.15640101384833,0.709676207430698
2.79602793448399,1.00030551142613
2.08862390450838,0.709676207430698
1.44112944768738,1.00030551142613
1.9435432821649,0.854498267387743
1.13228191056559,1.44373991339853
1.24642341785199,0.709676207430698
0.8595781920014,1.00030551142613
1.37597507397113,0.42294796791843
2.71030175144888,1.14710802675488
1.96781587240951,1.14710802675488
2.24012521447085,0.565829380200638
1.97106644784223,0.709676207430698
0.915410737990265,1.29491603876396
1.68141532354652,1.00030551142613
1.86926678254691,0.140042771599658
1.21454743513567,1.44373991339853
1.4921674154542,1.44373991339853
1.7191563840028,1.8964125320787
2.14642651072125,0.854498267387743
1.15182577149505,0.42294796791843
1.73241255961844,0.565829380200638
1.65924766813942,0.709676207430698
1.85613931111421,1.00030551142613
2.9265217811043,0.565829380200638
1.9409180846854,1.59359015958231
1.58840697621861,1.00030551142613
2.01472458061605,1.29491603876396
1.44487206647365,1.29491603876396
1.38649664960841,1.00030551142613
1.69134443374157,0.565829380200638
