Bootstraps,Null
6.267035868125387,3.4315548814355656
0.6749408901495427,2.0461720986832628
0.0338818277397593,0.023316859193967757
0.05811554025996443,5.569556338973623
6.267290467424637,1.9493806475481616
0.5211366859999444,0.24006267869899317
0.881583106521492,0.060066078434811696
0.0006954765317187524,0.06465725219706295
0.3940632273902182,1.8064366380006045
1.8293088270581912,0.016269593418039057
1.3536404780163585,0.6319932893156777
0.4700578699222665,0.28868766362421183
3.63014712560079,1.2412406172175483
1.065270481062913,1.3358315053539456
0.6815287936622569,1.7420298801051124
1.6234228967874564,0.49343908966929134
0.005521546295342789,1.4377983511937138
3.2124493020249956,0.7331631161920481
0.7336023167574235,0.6685933224828372
0.22954789033681325,7.630147699826006e-06
0.3905349748445956,0.8278638943066345
0.2550712929551149,0.18832452018389675
0.8010765790635214,0.43873961287285285
0.6815287936622569,0.00806653336822924
2.5828226076644736,3.1206117450759905
0.8981251515415628,0.22785834956502032
1.1797146573492103,2.7950187501881887
0.8791952163858706,0.004762581967684248
3.8232238152525184,0.22598617048488648
3.4869292725202627,0.22523411306512167
2.8434230444157262,1.2145267407444134
2.0870340995792422,0.042969240517716674
0.6385207802079608,1.1764847033730383
0.0006481977800650395,2.5364096315859617
0.18071169079092725,1.7173180651783138
1.8182841168300101,0.26825572214738264
4.397253959519237,1.4619641996921222
0.9622014916199328,0.4197782543349377
1.0930348757420176,0.5771349045197899
4.145564189041495,0.003593888786100561
0.34425133882125253,0.18897383828747805
0.26603002436041906,2.7427416548488903
2.462967294443538,0.41905829263987404
1.3408726803322957,0.01129778188614283
0.005056722238981904,0.1493182536055704
3.9023963103983035,2.160796514184492
0.9383414053865201,0.6187287964363695
2.2156486323819204,2.0119419245215577
1.69072823090146,0.7487993312640421
0.5422480691072072,0.008211194128960118
7.4089698148390974,0.045341344648060715
0.7061062744370196,0.1860965089379903
2.3613889187026698,0.09387792631419523
0.5867200782997082,0.13956548700503646
0.05573931355305938,0.19249968285256652
3.7780014843619876,1.0683782696909117
0.41567800339306227,0.8044417903157222
2.826941025617958,1.1205872844359834
0.1996737561151063,0.0005881682076563281
0.3484060907730338,2.947927794608105
2.429859679688966,0.0016989752860851073
